Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,64.53,1,64.53,Ticket,Return,ECONOMY,14-10-2011,636,BRISTOL,GLASGOW,EASYJET
Met Office,502.9,1,502.9,Ticket,Return,ECONOMY,15-10-2011,2269,EXETER,OSLO,AIR FRANCE
Met Office,292.56,1,292.56,Ticket,Return,ECONOMY,15-10-2011,417,EDINBURGH,KIRKWALL,AIR ASIA
Met Office,177.87,1,177.87,Ticket,Single,ECONOMY,15-10-2011,1449,DENVER,WASHINGTON,AIR SOUTHWEST
Met Office,177.87,1,177.87,Ticket,Single,ECONOMY,15-10-2011,1449,DENVER,WASHINGTON,AIR SOUTHWEST
Met Office,153.13,1,153.13,Ticket,Return,ECONOMY,15-10-2011,518,BRISTOL,BELFAST CITY,AIR ASIA
Met Office,101.84,1,101.84,Ticket,Single,ECONOMY,15-10-2011,229,EXETER,LEEDS,AIR ASIA
Met Office,83.3,1,83.3,Ticket,Return,ECONOMY,15-10-2011,0,KIGALI RWANDA,KIGALI RWANDA,SN BRUSSELS AIRLINES
Met Office,-502.9,-1,-502.9,Ticket,Return,ECONOMY,15-10-2011,-2269,EXETER,OSLO,AIR FRANCE
Met Office,173.14,1,173.14,Ticket,Single,ECONOMY,16-10-2011,157,BENBECULA,GLASGOW,AIR ASIA
Met Office,133.53,1,133.53,Ticket,Return,ECONOMY,16-10-2011,219,GLASGOW,BELFAST INTL,EASYJET
Met Office,56.92,1,56.92,Ticket,Single,ECONOMY,16-10-2011,331,EDINBURGH,LONDON - LHR,BRITISH AIRWAYS
Met Office,179.12,1,179.12,Ticket,Single,ECONOMY,17-10-2011,312,GLASGOW,CARDIFF,AIR ASIA
Met Office,175.12,1,175.12,Ticket,Single,ECONOMY,17-10-2011,312,GLASGOW,CARDIFF,AIR ASIA
Met Office,61.5,1,61.5,Ticket,Single,ECONOMY,17-10-2011,1142,PALERMO,STANSTED,RYANAIR
Met Office,-175.12,-1,-175.12,Ticket,Single,ECONOMY,17-10-2011,-312,GLASGOW,CARDIFF,AIR ASIA
Met Office,1129.12,1,1129.12,Ticket,Return,ECONOMY,18-10-2011,6097,LONDON - LHR,FREETOWN,INDIGO
Met Office,1129.12,1,1129.12,Ticket,Return,ECONOMY,18-10-2011,6097,LONDON - LHR,FREETOWN,INDIGO
Met Office,665.73,1,665.73,Ticket,Return,ECONOMY,18-10-2011,8238,LONDON - LHR,INDIANAPOLIS,BRITISH AIRWAYS
Met Office,486.7,1,486.7,Ticket,Return,ECONOMY,18-10-2011,1137,EXETER,FRANKFURT,AIR FRANCE
Met Office,150.9,1,150.9,Ticket,Return,ECONOMY,18-10-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,130.1,1,130.1,Ticket,Single,ECONOMY,18-10-2011,490,ZURICH,LONDON - LHR,BRITISH AIRWAYS
Met Office,1063.7,1,1063.7,Ticket,Return,PREMIUM ECONOMY,19-10-2011,6595,MANCHESTER,LAGOS,AIR FRANCE
Met Office,365.09,1,365.09,Ticket,Return,ECONOMY,19-10-2011,812,LONDON - LHR,FRANKFURT,LUFTHANSA
Met Office,309.1,1,309.1,Ticket,Return,ECONOMY,19-10-2011,628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,299.1,1,299.1,Ticket,Return,ECONOMY,19-10-2011,628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,178.99,1,178.99,Ticket,Return,ECONOMY,19-10-2011,1182,LONDON - LHR,MUNICH,LUFTHANSA
Met Office,63.53,1,63.53,Ticket,Return,ECONOMY,19-10-2011,512,BRISTOL,NEWCASTLE,EASYJET
Met Office,-51.9,-1,-51.9,Ticket,Return,ECONOMY,19-10-2011,-628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,116.39,1,116.39,Ticket,Return,ECONOMY,20-10-2011,340,MANCHESTER,BELFAST CITY,AIR ASIA
Met Office,106.96,1,106.96,Ticket,Return,ECONOMY,20-10-2011,338,NEWCASTLE,BELFAST CITY,AIR ASIA
Met Office,102.83,1,102.83,Ticket,Single,ECONOMY,20-10-2011,426,LONDON - LGW,ABERDEEN,AIR ASIA
Met Office,84.93,1,84.93,Ticket,Return,ECONOMY,20-10-2011,252,BELFAST INTL,GLASGOW,EASYJET
Met Office,82.53,1,82.53,Ticket,Return,ECONOMY,20-10-2011,636,BRISTOL,GLASGOW,EASYJET
Met Office,547.2,1,547.2,Ticket,Return,ECONOMY,21-10-2011,4413,BIRMINGHAM,LARNACA,LUFTHANSA
Met Office,282.1,1,282.1,Ticket,Return,ECONOMY,21-10-2011,1098,LONDON - LHR,TOULOUSE,BRITISH AIRWAYS
Met Office,196.61,1,196.61,Ticket,Return,ECONOMY,21-10-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,145.93,1,145.93,Ticket,Return,ECONOMY,21-10-2011,2134,LONDON - LGW,GIBRALTAR,EASYJET
Met Office,127.48,1,127.48,Ticket,Single,ECONOMY,22-10-2011,244,GLASGOW,EAST MIDLANDS,BMI BABY
Met Office,124.48,1,124.48,Ticket,Single,ECONOMY,22-10-2011,223,EAST MIDLANDS,BELFAST CITY,BMI BABY
Met Office,193.4,1,193.4,Ticket,Return,ECONOMY,23-10-2011,0,LAGOS,LAGOS,AIR FRANCE
Met Office,124.94,1,124.94,Ticket,Single,ECONOMY,23-10-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,79.99,1,79.99,Ticket,Single,ECONOMY,23-10-2011,568,TOULOUSE,BRISTOL,EASYJET
Met Office,825.43,1,825.43,Ticket,Return,ECONOMY,24-10-2011,9486,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,790.63,1,790.63,Ticket,Return,ECONOMY,24-10-2011,9316,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,772.43,1,772.43,Ticket,Return,ECONOMY,24-10-2011,9486,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,704.03,1,704.03,Ticket,Return,ECONOMY,24-10-2011,9486,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,703.73,1,703.73,Ticket,Return,ECONOMY,24-10-2011,9486,LONDON - LHR,DENVER,AMERICAN AIRLINES
Met Office,699.73,1,699.73,Ticket,Return,ECONOMY,24-10-2011,9316,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,662.33,1,662.33,Ticket,Return,ECONOMY,24-10-2011,9316,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,662.33,1,662.33,Ticket,Return,ECONOMY,24-10-2011,9316,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,653.63,1,653.63,Ticket,Return,ECONOMY,24-10-2011,6511,LONDON - LHR,BOSTON,AMERICAN AIRLINES
Met Office,602.33,1,602.33,Ticket,Return,ECONOMY,24-10-2011,8713,LONDON - LHR,OMAHA,CONTINENTAL AIRLINES
Met Office,602.33,1,602.33,Ticket,Return,ECONOMY,24-10-2011,8713,LONDON - LHR,OMAHA,CONTINENTAL AIRLINES
Met Office,529.23,1,529.23,Ticket,Return,ECONOMY,24-10-2011,9716,LONDON - LHR,DENVER,LUFTHANSA
Met Office,50,1,50,Ticket,Return,ECONOMY,24-10-2011,0,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,498.2,1,498.2,Ticket,Return,ECONOMY,25-10-2011,2354,LONDON - LHR,KEFLAVIK INTERNATIONAL,ICELANDAIR
Met Office,498.2,1,498.2,Ticket,Return,ECONOMY,25-10-2011,2354,LONDON - LHR,KEFLAVIK INTERNATIONAL,ICELANDAIR
Met Office,364.8,1,364.8,Ticket,Return,ECONOMY,25-10-2011,2354,LONDON - LHR,KEFLAVIK INTERNATIONAL,ICELANDAIR
Met Office,222.68,1,222.68,Ticket,Single,ECONOMY,25-10-2011,312,LONDON - LHR,BELFAST CITY,INDIGO
Met Office,267.13,1,267.13,Ticket,Return,ECONOMY,26-10-2011,1050,EDINBURGH,DUSSELDORF,LUFTHANSA
Met Office,267.13,1,267.13,Ticket,Return,ECONOMY,26-10-2011,1050,EDINBURGH,DUSSELDORF,LUFTHANSA
Met Office,235.73,1,235.73,Ticket,Return,ECONOMY,26-10-2011,286,BELFAST INTL,EDINBURGH,EASYJET
Met Office,198.9,1,198.9,Ticket,Return,ECONOMY,26-10-2011,532,MANCHESTER,ABERDEEN,INDIGO
Met Office,188.9,1,188.9,Ticket,Return,ECONOMY,26-10-2011,532,MANCHESTER,ABERDEEN,INDIGO
Met Office,168.9,1,168.9,Ticket,Return,ECONOMY,26-10-2011,532,MANCHESTER,ABERDEEN,INDIGO
Met Office,158,1,158,Ticket,Return,ECONOMY,26-10-2011,803,ABERDEEN,LONDON - LHR,INDIGO
Met Office,153.93,1,153.93,Ticket,Return,ECONOMY,26-10-2011,538,BRISTOL,BELFAST INTL,EASYJET
Met Office,109.5,1,109.5,Ticket,Single,ECONOMY,26-10-2011,266,ABERDEEN,MANCHESTER,INDIGO
Met Office,-168.9,-1,-168.9,Ticket,Return,ECONOMY,26-10-2011,-532,MANCHESTER,ABERDEEN,INDIGO
Met Office,-198.9,-1,-198.9,Ticket,Return,ECONOMY,26-10-2011,-532,MANCHESTER,ABERDEEN,INDIGO
Met Office,724.5,1,724.5,Ticket,Return,ECONOMY,27-10-2011,628,BRISTOL,BRUSSELS,INDIGO
Met Office,600.5,1,600.5,Ticket,Return,ECONOMY,27-10-2011,628,BRISTOL,BRUSSELS,INDIGO
Met Office,307.9,1,307.9,Ticket,Return,ECONOMY,27-10-2011,926,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Met Office,220.59,1,220.59,Ticket,Return,ECONOMY,27-10-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,190.97,1,190.97,Ticket,Return,ECONOMY,27-10-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,165.69,1,165.69,Ticket,Return,ECONOMY,27-10-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,140.83,1,140.83,Ticket,Single,ECONOMY,27-10-2011,468,LONDON - LGW,INVERNESS,AIR ASIA
Met Office,46.5,1,46.5,Ticket,Single,ECONOMY,27-10-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,12.99,1,12.99,Ticket,Single,ECONOMY,27-10-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,-600.5,-1,-600.5,Ticket,Return,ECONOMY,27-10-2011,-628,BRISTOL,BRUSSELS,INDIGO
Met Office,1344.3,1,1344.3,Ticket,Return,BUSINESS,28-10-2011,11381,PARIS,HANOI,VIETNAM AIRLINES
Met Office,345.68,1,345.68,Ticket,Return,ECONOMY,28-10-2011,710,SOUTHAMPTON,EDINBURGH,AIR ASIA
Met Office,296.3,1,296.3,Ticket,Single,ECONOMY,28-10-2011,314,BRUSSELS,BRISTOL,INDIGO
Met Office,252.35,1,252.35,Ticket,Return,ECONOMY,28-10-2011,1198,ABERDEEN,PARIS,AIR FRANCE
Met Office,54.3,1,54.3,Ticket,Single,ECONOMY,28-10-2011,406,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,244.86,1,244.86,Ticket,Return,ECONOMY,29-10-2011,718,PADERBORN,STANSTED,AIR BERLIN
Met Office,140.93,1,140.93,Ticket,Return,ECONOMY,29-10-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,121,1,121,Ticket,Single,ECONOMY,29-10-2011,440,FRANKFURT,SOUTHAMPTON,AIR ASIA
Met Office,100,1,100,Ticket,Single,ECONOMY,29-10-2011,0,DENVER,LONDON - LHR,BRITISH AIRWAYS
Met Office,86.36,1,86.36,Ticket,Single,ECONOMY,29-10-2011,266,MANCHESTER,ABERDEEN,AIR ASIA
Met Office,84.25,1,84.25,Ticket,Single,ECONOMY,29-10-2011,0,ABERDEEN,EXETER,AIR ASIA
Met Office,45.6,1,45.6,Ticket,Return,ECONOMY,29-10-2011,0,PADERBORN,STANSTED,AIR BERLIN
Met Office,12.99,1,12.99,Ticket,Single,ECONOMY,29-10-2011,0,ABERDEEN,EXETER,AIR ASIA
Met Office,12.99,1,12.99,Ticket,Single,ECONOMY,29-10-2011,0,EXETER,EDINBURGH,AIR ASIA
Met Office,0.3,1,0.3,Ticket,Single,ECONOMY,29-10-2011,0,DENVER,LONDON - LHR,BRITISH AIRWAYS
Met Office,182.53,1,182.53,Ticket,Return,ECONOMY,30-10-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,703.73,1,703.73,Ticket,Return,ECONOMY,31-10-2011,15778,LONDON - LHR,HILO,UNITED AIRLINES
Met Office,169.08,1,169.08,Ticket,Return,ECONOMY,31-10-2011,470,CARDIFF,BENBECULA,AIR ASIA
Met Office,12.99,1,12.99,Ticket,Return,ECONOMY,31-10-2011,0,CARDIFF,BENBECULA,AIR ASIA
Met Office,827.73,1,827.73,Ticket,Return,ECONOMY,01-11-2011,10132,LONDON - LHR,BEIJING,BRITISH AIRWAYS
Met Office,451.6,1,451.6,Ticket,Return,ECONOMY,01-11-2011,4074,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,451.6,1,451.6,Ticket,Return,ECONOMY,01-11-2011,4074,LARNACA,LONDON - LHR,BRITISH AIRWAYS
Met Office,222.7,1,222.7,Ticket,Return,ECONOMY,01-11-2011,2612,HANOI,KUALA LUMPUR,VIETNAM AIRLINES
Met Office,198,1,198,Ticket,Return,ECONOMY,01-11-2011,803,LONDON - LHR,ABERDEEN,INDIGO
Met Office,151.7,1,151.7,Ticket,Single,ECONOMY,01-11-2011,0,BELFAST INTL,BRISTOL,EASYJET
Met Office,134.3,1,134.3,Ticket,Single,ECONOMY,01-11-2011,331,LONDON - LHR,EDINBURGH,BRITISH AIRWAYS
Met Office,118.4,1,118.4,Ticket,Return,ECONOMY,01-11-2011,1585,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Met Office,118.4,1,118.4,Ticket,Return,ECONOMY,01-11-2011,1585,LONDON - LHR,VIENNA,BRITISH AIRWAYS
Met Office,98.08,1,98.08,Ticket,Single,ECONOMY,01-11-2011,342,DORTMUND,LUTON,EASYJET
Met Office,90,1,90,Ticket,Single,ECONOMY,01-11-2011,342,DORTMUND,LUTON,EASYJET
Met Office,68,1,68,Ticket,Single,ECONOMY,01-11-2011,0,LONDON - LHR,BEIJING,BRITISH AIRWAYS INTERNET BOOKI
Met Office,-90,-1,-90,Ticket,Single,ECONOMY,01-11-2011,-342,DORTMUND,LUTON,EASYJET
Met Office,556.04,1,556.04,Ticket,Return,ECONOMY,02-11-2011,1429,BRISTOL,LEIPZIG,AIR FRANCE
Met Office,502.9,1,502.9,Ticket,Return,ECONOMY,02-11-2011,2269,EXETER,OSLO,AIR FRANCE
Met Office,244.43,1,244.43,Ticket,Return,ECONOMY,02-11-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,219.95,1,219.95,Ticket,Return,ECONOMY,02-11-2011,715,GLASGOW,EXETER,AIR ASIA
Met Office,196.47,1,196.47,Ticket,Return,ECONOMY,02-11-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,193.3,1,193.3,Ticket,Return,ECONOMY,02-11-2011,2536,LONDON - LHR,SOFIA,BRITISH AIRWAYS
Met Office,126.58,1,126.58,Ticket,Return,ECONOMY,02-11-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,71.75,1,71.75,Ticket,Return,ECONOMY,02-11-2011,0,EDINBURGH,BRISTOL,EASYJET
Met Office,62.94,1,62.94,Ticket,Single,ECONOMY,02-11-2011,269,BELFAST INTL,BRISTOL,EASYJET
Met Office,62.53,1,62.53,Ticket,Return,ECONOMY,02-11-2011,0,EDINBURGH,BRISTOL,EASYJET
Met Office,62.3,1,62.3,Ticket,Single,ECONOMY,02-11-2011,406,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,733.73,1,733.73,Ticket,Return,ECONOMY,03-11-2011,10132,LONDON - LHR,BEIJING,BRITISH AIRWAYS
Met Office,733.63,1,733.63,Ticket,Return,ECONOMY,03-11-2011,10132,LONDON - LHR,BEIJING,BRITISH AIRWAYS
Met Office,628.34,1,628.34,Ticket,Return,ECONOMY,03-11-2011,937,BRISTOL,COLOGNE,KLM
Met Office,324.66,1,324.66,Ticket,Return,ECONOMY,03-11-2011,582,EXETER,PARIS,AIR ASIA
Met Office,249.7,1,249.7,Ticket,Return,ECONOMY,03-11-2011,2615,LONDON - LHR,BUCHAREST,BRITISH AIRWAYS
Met Office,195.17,1,195.17,Ticket,Return,ECONOMY,03-11-2011,675,EDINBURGH,LONDON -CITY,BRITISH AIRWAYS
Met Office,167.97,1,167.97,Ticket,Return,ECONOMY,03-11-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,167.97,1,167.97,Ticket,Return,ECONOMY,03-11-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,167.97,1,167.97,Ticket,Return,ECONOMY,03-11-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,164.95,1,164.95,Ticket,Return,ECONOMY,03-11-2011,903,ABERDEEN,EXETER,AIR ASIA
Met Office,161.19,1,161.19,Ticket,Return,ECONOMY,03-11-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,143.99,1,143.99,Ticket,Return,ECONOMY,03-11-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,128.98,1,128.98,Ticket,Return,ECONOMY,03-11-2011,903,ABERDEEN,EXETER,AIR ASIA
Met Office,503.6,1,503.6,Ticket,Return,ECONOMY,04-11-2011,1131,EXETER,FRANKFURT,AIR FRANCE
Met Office,410.56,1,410.56,Ticket,Return,ECONOMY,04-11-2011,564,EDINBURGH,LERWICK,AIR ASIA
Met Office,50.1,1,50.1,Ticket,Return,ECONOMY,04-11-2011,0,BERLIN,BERLIN,AIR FRANCE
Met Office,388.89,1,388.89,Ticket,Return,ECONOMY,05-11-2011,2584,SOFIA,LONDON - LHR,AUSTRIAN AIRLINES
Met Office,332.98,1,332.98,Ticket,Return,ECONOMY,05-11-2011,657,ABERDEEN,BIRMINGHAM,AIR ASIA
Met Office,245.2,1,245.2,Ticket,Return,ECONOMY,05-11-2011,2296,LONDON - LHR,HELSINKI,BRITISH AIRWAYS
Met Office,136.5,1,136.5,Ticket,Return,ECONOMY,05-11-2011,2296,LONDON - LHR,HELSINKI,BRITISH AIRWAYS
Met Office,143.11,1,143.11,Ticket,Single,ECONOMY,06-11-2011,363,GLASGOW,SOUTHAMPTON,AIR ASIA
Met Office,122.87,1,122.87,Ticket,Single,ECONOMY,06-11-2011,260,BIRMINGHAM,GLASGOW,AIR ASIA
Met Office,111.83,1,111.83,Ticket,Single,ECONOMY,06-11-2011,226,BIRMINGHAM,BELFAST CITY,AIR ASIA
Met Office,80.29,1,80.29,Ticket,Single,ECONOMY,06-11-2011,440,FRANKFURT,SOUTHAMPTON,AIR ASIA
Met Office,42.46,1,42.46,Ticket,Single,ECONOMY,06-11-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,42.46,1,42.46,Ticket,Single,ECONOMY,06-11-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,696.53,1,696.53,Ticket,Return,ECONOMY,07-11-2011,12970,LONDON - LHR,TAIPEI,CATHAY PACIFIC
Met Office,421.2,1,421.2,Ticket,Return,ECONOMY,07-11-2011,1716,MELBOURNE,BRISBANE,QANTAS
Met Office,797.53,1,797.53,Ticket,Return,ECONOMY,08-11-2011,12970,LONDON - LHR,TAIPEI,CATHAY PACIFIC
Met Office,232.9,1,232.9,Ticket,Return,ECONOMY,08-11-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,130.08,1,130.08,Ticket,Return,ECONOMY,08-11-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,105.06,1,105.06,Ticket,Return,ECONOMY,08-11-2011,1466,BRISTOL,BARCELONA,EASYJET
Met Office,105.06,1,105.06,Ticket,Return,ECONOMY,08-11-2011,1466,BRISTOL,BARCELONA,EASYJET
Met Office,-797.53,-1,-797.53,Ticket,Return,ECONOMY,08-11-2011,-12970,LONDON - LHR,TAIPEI,CATHAY PACIFIC
Met Office,230.59,1,230.59,Ticket,Return,ECONOMY,09-11-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,205.56,1,205.56,Ticket,Return,ECONOMY,09-11-2011,2134,LONDON - LGW,GIBRALTAR,EASYJET
Met Office,205.56,1,205.56,Ticket,Return,ECONOMY,09-11-2011,2134,LONDON - LGW,GIBRALTAR,EASYJET
Met Office,201.4,1,201.4,Ticket,Return,ECONOMY,09-11-2011,463,LEEDS,ABERDEEN,EASTERN AIRWAYS
Met Office,165.6,1,165.6,Ticket,Return,ECONOMY,09-11-2011,1177,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,100.24,1,100.24,Ticket,Return,ECONOMY,09-11-2011,651,BRISTOL,AMSTERDAM,KLM
Met Office,451.93,1,451.93,Ticket,Return,ECONOMY,10-11-2011,8945,LONDON - LHR,EL PASO,CONTINENTAL AIRLINES
Met Office,257.44,1,257.44,Ticket,Return,ECONOMY,10-11-2011,1755,BRISTOL,BERGEN,KLM
Met Office,176.21,1,176.21,Ticket,Return,ECONOMY,10-11-2011,575,BELFAST CITY,EXETER,AIR ASIA
Met Office,117.49,1,117.49,Ticket,Return,ECONOMY,10-11-2011,1294,LONDON - LHR,BERGEN,INDIGO
Met Office,117.49,1,117.49,Ticket,Return,ECONOMY,10-11-2011,1294,LONDON - LHR,BERGEN,INDIGO
Met Office,174.67,1,174.67,Ticket,Return,ECONOMY,11-11-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,173.27,1,173.27,Ticket,Return,ECONOMY,11-11-2011,1935,BRISTOL,ROME,EASYJET
Met Office,150.69,1,150.69,Ticket,Return,ECONOMY,11-11-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,150.69,1,150.69,Ticket,Return,ECONOMY,11-11-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,138.15,1,138.15,Ticket,Return,ECONOMY,11-11-2011,736,EXETER,AMSTERDAM,AIR ASIA
Met Office,107.63,1,107.63,Ticket,Return,ECONOMY,11-11-2011,0,EDINBURGH,BRISTOL,EASYJET
Met Office,90.53,1,90.53,Ticket,Return,ECONOMY,11-11-2011,858,BRISTOL,INVERNESS,EASYJET
Met Office,67.41,1,67.41,Ticket,Return,ECONOMY,11-11-2011,518,BRISTOL,BELFAST CITY,AIR ASIA
Met Office,31.8,1,31.8,Ticket,Single,ECONOMY,11-11-2011,771,BARCELONA,AMSTERDAM,IBERIA
Met Office,108.13,1,108.13,Ticket,Single,ECONOMY,12-11-2011,1086,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,108.13,1,108.13,Ticket,Single,ECONOMY,12-11-2011,1086,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,914.93,1,914.93,Ticket,Return,ECONOMY,13-11-2011,23364,LONDON - LHR,AUCKLAND,CATHAY PACIFIC
Met Office,562.63,1,562.63,Ticket,Return,ECONOMY,14-11-2011,9571,LONDON - LHR,SEATTLE,BRITISH AIRWAYS
Met Office,99.3,1,99.3,Ticket,Single,ECONOMY,14-11-2011,1086,GIBRALTAR,LONDON - LHR,BRITISH AIRWAYS
Met Office,57.76,1,57.76,Ticket,Single,ECONOMY,14-11-2011,368,AMSTERDAM,EXETER,AIR ASIA
Met Office,338.47,1,338.47,Ticket,Return,ECONOMY,15-11-2011,984,INVERNESS,NEWQUAY,AIR ASIA
Met Office,213.9,1,213.9,Ticket,Return,ECONOMY,15-11-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,107.7,1,107.7,Ticket,Single,ECONOMY,15-11-2011,700,LONDON - LGW,BOLOGNA,BRITISH AIRWAYS
Met Office,58.74,1,58.74,Ticket,Single,ECONOMY,15-11-2011,402,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,58.74,1,58.74,Ticket,Single,ECONOMY,15-11-2011,402,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,183.7,1,183.7,Ticket,Return,ECONOMY,16-11-2011,1164,LONDON - LHR,MALPENSA,BRITISH AIRWAYS
Met Office,183.7,1,183.7,Ticket,Return,ECONOMY,16-11-2011,1164,LONDON - LHR,MALPENSA,BRITISH AIRWAYS
Met Office,183.7,1,183.7,Ticket,Return,ECONOMY,16-11-2011,1164,LONDON - LHR,MALPENSA,BRITISH AIRWAYS
Met Office,133.7,1,133.7,Ticket,Return,ECONOMY,16-11-2011,645,EXETER,BELFAST CITY,AIR ASIA
Met Office,104.08,1,104.08,Ticket,Return,ECONOMY,16-11-2011,636,GLASGOW,BRISTOL,EASYJET
Met Office,104.08,1,104.08,Ticket,Return,ECONOMY,16-11-2011,636,GLASGOW,BRISTOL,EASYJET
Met Office,220.97,1,220.97,Ticket,Return,ECONOMY,17-11-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,220.97,1,220.97,Ticket,Return,ECONOMY,17-11-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,127.4,1,127.4,Ticket,Return,ECONOMY,17-11-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,73.94,1,73.94,Ticket,Single,ECONOMY,17-11-2011,1067,GIBRALTAR,LONDON - LGW,EASYJET
Met Office,482.74,1,482.74,Ticket,Return,ECONOMY,18-11-2011,2396,BRISTOL,LISBON,AIR FRANCE
Met Office,268.04,1,268.04,Ticket,Return,ECONOMY,18-11-2011,962,HANOVER,BIRMINGHAM,AIR ASIA
Met Office,99.5,1,99.5,Ticket,Return,ECONOMY,18-11-2011,1400,LONDON - LGW,BOLOGNA,BRITISH AIRWAYS
Met Office,71.75,1,71.75,Ticket,Return,ECONOMY,18-11-2011,0,EDINBURGH,BRISTOL,EASYJET
Met Office,967.13,1,967.13,Ticket,Return,ECONOMY,21-11-2011,11245,LONDON - LHR,SEOUL,CHINA SOUTHERN AIRLINES
Met Office,752.52,1,752.52,Ticket,Return,ECONOMY,21-11-2011,11024,LONDON - LHR,SEOUL,ASIANA AIRLINES INC.
Met Office,752.52,1,752.52,Ticket,Return,ECONOMY,21-11-2011,11024,LONDON - LHR,SEOUL,ASIANA AIRLINES INC.
Met Office,121.4,1,121.4,Ticket,Return,ECONOMY,21-11-2011,582,EXETER,PARIS,AIR FRANCE
Met Office,197.69,1,197.69,Ticket,Return,ECONOMY,22-11-2011,664,LONDON - LHR,COLOGNE,LUFTHANSA
Met Office,137.83,1,137.83,Ticket,Return,ECONOMY,22-11-2011,2115,LONDON - LHR,BELGRADE,YUGOSLAV AIRLINES
Met Office,690.83,1,690.83,Ticket,Return,ECONOMY,23-11-2011,10132,LONDON - LHR,BEIJING,AIR CHINA
Met Office,690.83,1,690.83,Ticket,Return,ECONOMY,23-11-2011,10132,LONDON - LHR,BEIJING,AIR CHINA
Met Office,615.83,1,615.83,Ticket,Return,ECONOMY,23-11-2011,10132,LONDON - LHR,BEIJING,AIR CHINA
Met Office,185.9,1,185.9,Ticket,Return,ECONOMY,23-11-2011,1817,LONDON - LHR,STOCKHOLM,BRITISH AIRWAYS
Met Office,157.73,1,157.73,Ticket,Return,PREMIUM ECONOMY,23-11-2011,2115,LONDON - LHR,BELGRADE,YUGOSLAV AIRLINES
Met Office,108.5,1,108.5,Ticket,Return,ECONOMY,23-11-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,68.93,1,68.93,Ticket,Return,ECONOMY,23-11-2011,538,BELFAST INTL,BRISTOL,EASYJET
Met Office,113.28,1,113.28,Ticket,Return,ECONOMY,24-11-2011,1747,LONDON - LGW,ROME,EASYJET
